"area","autonomous_region","description","has_doorman","has_garden","has_lift","has_parking","has_storage","has_swimming_pool","is_residential","latitude","longitude","neighbors_per_floor","number","postal_code","province","reference","street","structures","total_floors","town","typology","year_built"
309,Extremadura,Inmueble,,,,,true,,true,38.325405,-6.536811,1,"4",6378,badajoz,"5450801QC1455S0001BX",Paseo Extremadura,"[{""area"": 10, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 185, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 114, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,valverde-de-burguillos-badajoz,V,1900
450,Extremadura,Inmueble,,,,true,true,,true,38.325394,-6.5366397,1,"6",6378,badajoz,"5450802QC1455S0001YX",Paseo Extremadura,"[{""area"": 40, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 205, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 16, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAP""}, {""area"": 189, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,valverde-de-burguillos-badajoz,V,1960
172,Extremadura,Inmueble,,,,,true,,true,38.325832,-6.5365906,1,"7",6378,badajoz,"5450609QC1455S0001GX",Paseo Extremadura,"[{""area"": 14, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 79, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 79, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,valverde-de-burguillos-badajoz,V,1950
149,Extremadura,Inmueble,,,,,,,true,38.32574,-6.536333,1,"13",6378,badajoz,"5450608QC1455S0001YX",Paseo Extremadura,"[{""area"": 82, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 67, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,valverde-de-burguillos-badajoz,V,1910
470,Extremadura,Inmueble,,,,,true,,true,38.0148,-6.080725,1,"1",6291,badajoz,"6416305QC4261N0001IX",Paseo Extremadura,"[{""area"": 102, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 32, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 4, ""floor"": ""00"", ""door"": ""04"", ""typology"": ""AAL""}, {""area"": 93, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 114, ""floor"": ""00"", ""door"": ""05"", ""typology"": ""AAL""}, {""area"": 32, ""floor"": ""00"", ""door"": ""06"", ""typology"": ""AAL""}, {""area"": 93, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,montemolin-badajoz,V,1950
226,Castilla La Mancha,Inmueble,,true,,,true,true,true,38.96937,-1.9145455,1,"615-A",2049,albacete,"405045B00000000001WQ",Terrenos Diseminados,"[{""area"": 51, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 62, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""KPS""}, {""area"": 113, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,1980
259,Extremadura,Inmueble,,,,,true,,true,38.01508,-6.0806956,1,"3",6291,badajoz,"6416304QC4261N0001XX",Paseo Extremadura,"[{""area"": 27, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 116, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 116, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,montemolin-badajoz,V,1950
211,Extremadura,Inmueble,,,,,true,,true,38.0153,-6.0806956,1,"4",6291,badajoz,"6417927QC4261N0001BX",Paseo Extremadura,"[{""area"": 45, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 74, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 18, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 74, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,montemolin-badajoz,V,1950
0,Extremadura,Suelo,,,,,,,false,38.01513,-6.080887,,"5",6291,badajoz,"6416303QC4261N0001DX",Paseo Extremadura,"[]",,montemolin-badajoz,M,
427,Extremadura,Inmueble,,,,true,true,,true,38.01546,-6.080786,1,"6",6291,badajoz,"6417928QC4261N0001YX",Paseo Extremadura,"[{""area"": 137, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 32, ""floor"": ""00"", ""door"": ""04"", ""typology"": ""AAL""}, {""area"": 8, ""floor"": ""00"", ""door"": ""05"", ""typology"": ""AAL""}, {""area"": 60, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAP""}, {""area"": 95, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 95, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,montemolin-badajoz,V,1950
0,Extremadura,Suelo,,,,,,,false,38.015213,-6.081035,,"7",6291,badajoz,"6416302QC4261N0001RX",Paseo Extremadura,"[]",,montemolin-badajoz,M,
167,Castilla La Mancha,Esc.1 Bajo 01,,,,true,true,true,true,38.895203,-1.9879885,1,"616",2006,albacete,"176032BXJ0116B0001WU",Terrenos Diseminados,"[{""area"": 71, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 71, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 12, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""V""}, {""area"": 13, ""floor"": ""00"", ""door"": ""05"", ""typology"": ""YSP""}]",1,albacete-albacete,V,1970
75,Castilla La Mancha,Inmueble,,,,,,,false,38.96838,-1.9154379,,"617",2049,albacete,"405054B00000000001SQ",Terrenos Diseminados,"[{""area"": 75, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}]",,albacete-albacete,A,
230,Castilla La Mancha,Inmueble,,,,,,,true,38.893944,-1.9888481,1,"617-A",2006,albacete,"001800200WJ80F0001WA",Terrenos Diseminados,"[{""area"": 136, ""floor"": ""00"", ""door"": ""A"", ""typology"": ""V""}, {""area"": 94, ""floor"": ""01"", ""door"": ""A"", ""typology"": ""V""}]",2,albacete-albacete,V,1900
238,Castilla La Mancha,Inmueble,,true,,,true,true,true,38.967445,-1.9042841,1,"618",2049,albacete,"405195B00000000001RQ",Terrenos Diseminados,"[{""area"": 17, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 7, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 17, ""floor"": ""00"", ""door"": ""06"", ""typology"": ""AAL""}, {""area"": 10, ""floor"": ""00"", ""door"": ""07"", ""typology"": ""AAL""}, {""area"": 45, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""KPS""}, {""area"": 65, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 47, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 6, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""YSP""}, {""area"": 6, ""floor"": ""00"", ""door"": ""04"", ""typology"": ""YSP""}, {""area"": 18, ""floor"": ""00"", ""door"": ""05"", ""typology"": ""YSP""}]",1,albacete-albacete,V,1986
321,Extremadura,Inmueble,,,,,,,false,38.015522,-6.081032,,"8",6291,badajoz,"6417929QC4261N0001GX",Paseo Extremadura,"[{""area"": 242, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 41, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 38, ""floor"": ""01"", ""door"": ""02"", ""typology"": ""AAL""}]",,montemolin-badajoz,A,
732,Extremadura,Inmueble,,true,,,true,true,true,38.01567,-6.081419,1,"10",6291,badajoz,"6417930QC4261N0001BX",Paseo Extremadura,"[{""area"": 259, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 68, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 110, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 62, ""floor"": ""00"", ""door"": ""05"", ""typology"": ""AAL""}, {""area"": 102, ""floor"": ""00"", ""door"": ""04"", ""typology"": ""CCE""}, {""area"": 29, ""floor"": ""00"", ""door"": ""06"", ""typology"": ""KPS""}, {""area"": 102, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",1,montemolin-badajoz,V,1984
99,Extremadura,Inmueble,,,,,,,true,38.01533,-6.0816298,1,"11",6291,badajoz,"6317106QC4261N0001XX",Paseo Extremadura,"[{""area"": 99, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,montemolin-badajoz,V,1984
168,Extremadura,Inmueble,,true,,,true,,true,38.015095,-6.0816593,1,"13",6291,badajoz,"6317107QC4261N0001IX",Paseo Extremadura,"[{""area"": 76, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 92, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,montemolin-badajoz,V,2011
111,Castilla La Mancha,Inmueble,,true,,,,,true,38.89261,-1.9935873,1,"619",2006,albacete,"176045DXJ0116B0001YU",Terrenos Diseminados,"[{""area"": 111, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}]",1,albacete-albacete,V,1979
301,Castilla La Mancha,Inmueble,,true,,true,true,true,true,38.968452,-1.9013296,1,"619-A",2006,albacete,"405199B00000000001EQ",Terrenos Diseminados,"[{""area"": 64, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 43, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAP""}, {""area"": 43, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAP""}, {""area"": 37, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""KPS""}, {""area"": 114, ""floor"": ""00"", ""door"": ""002"", ""typology"": ""V""}]",1,albacete-albacete,V,1990
80,Castilla La Mancha,Inmueble,,,,,,,false,38.96829,-1.9014688,,"620",2006,albacete,"405198C00000000001KQ",Terrenos Diseminados,"[{""area"": 80, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}]",,albacete-albacete,A,
461,Castilla La Mancha,Inmueble,,true,,,true,true,true,38.96828,-1.9017926,1,"621",2006,albacete,"000600100WJ91C0001JT",Terrenos Diseminados,"[{""area"": 35, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 52, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""KPS""}, {""area"": 129, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 245, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,1997
174,Extremadura,Inmueble,,,,,true,,true,38.015553,-6.0816956,1,"12",6291,badajoz,"6218101QC4261N0001DX",Paseo Extremadura,"[{""area"": 40, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 134, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,montemolin-badajoz,V,1950
135,Extremadura,Inmueble,,,,,true,,true,38.091194,-6.274017,1,"80",6260,badajoz,"9097741QC3199N0001ZG",Paseo Extremadura,"[{""area"": 9, ""floor"": ""00"", ""door"": ""0C"", ""typology"": ""AAL""}, {""area"": 112, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 14, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""V""}]",1,monesterio-badajoz,V,1950
569,Extremadura,Inmueble,,,,true,true,,true,38.08801,-6.2728033,1,"184",6260,badajoz,"9292959QC3199S0001IM",Paseo Extremadura,"[{""area"": 87, ""floor"": ""00"", ""door"": ""0D"", ""typology"": ""AAL""}, {""area"": 77, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""AAP""}, {""area"": 164, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 9, ""floor"": ""00"", ""door"": ""0C"", ""typology"": ""V""}, {""area"": 232, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1970
47,Extremadura,Esc.1 Bajo 0A,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0002FQ",Paseo Extremadura,"[{""area"": 47, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""AAL""}]",2,monesterio-badajoz,I,1985
31,Extremadura,Esc.1 Bajo 0B,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0003GW",Paseo Extremadura,"[{""area"": 31, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""CLB""}]",2,monesterio-badajoz,C,1985
39,Extremadura,Esc.1 Bajo 0C,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0005JR",Paseo Extremadura,"[{""area"": 39, ""floor"": ""00"", ""door"": ""0C"", ""typology"": ""AAL""}]",2,monesterio-badajoz,I,1985
46,Extremadura,Esc.1 Bajo 0D,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0025IK",Paseo Extremadura,"[{""area"": 46, ""floor"": ""00"", ""door"": ""0D"", ""typology"": ""AAL""}]",2,monesterio-badajoz,I,1985
37,Extremadura,Esc.1 Bajo 0E,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0006KT",Paseo Extremadura,"[{""area"": 37, ""floor"": ""00"", ""door"": ""05"", ""typology"": ""GC3""}]",2,monesterio-badajoz,C,1985
31,Extremadura,Esc.1 Bajo 0F,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0009ZI",Paseo Extremadura,"[{""area"": 31, ""floor"": ""00"", ""door"": ""0F"", ""typology"": ""AAL""}]",2,monesterio-badajoz,I,1985
75,Extremadura,Esc.1 Bajo 0G,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0010LY",Paseo Extremadura,"[{""area"": 75, ""floor"": ""00"", ""door"": ""0G"", ""typology"": ""AAL""}]",2,monesterio-badajoz,I,1985
19,Extremadura,Esc.1 Bajo 0H,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0008BU",Paseo Extremadura,"[{""area"": 19, ""floor"": ""00"", ""door"": ""0H"", ""typology"": ""AAL""}]",2,monesterio-badajoz,I,1985
35,Extremadura,Esc.1 Bajo 0I,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0004HE",Paseo Extremadura,"[{""area"": 35, ""floor"": ""00"", ""door"": ""0I"", ""typology"": ""AAL""}]",2,monesterio-badajoz,I,1985
84,Extremadura,Esc.1 1º 0B,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0012ZI",Paseo Extremadura,"[{""area"": 84, ""floor"": ""01"", ""door"": ""0B"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
72,Extremadura,Esc.1 1º 0C,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0013XO",Paseo Extremadura,"[{""area"": 72, ""floor"": ""01"", ""door"": ""0C"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
69,Extremadura,Esc.1 1º 0D,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0014MP",Paseo Extremadura,"[{""area"": 69, ""floor"": ""01"", ""door"": ""0D"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
63,Extremadura,Esc.1 1º 0E,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0015QA",Paseo Extremadura,"[{""area"": 63, ""floor"": ""01"", ""door"": ""0E"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
72,Extremadura,Esc.1 1º 0F,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0016WS",Paseo Extremadura,"[{""area"": 72, ""floor"": ""01"", ""door"": ""0F"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
69,Extremadura,Esc.1 1º 0G,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0017ED",Paseo Extremadura,"[{""area"": 69, ""floor"": ""01"", ""door"": ""0G"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
70,Extremadura,Esc.1 2º 0A,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0018RF",Paseo Extremadura,"[{""area"": 70, ""floor"": ""02"", ""door"": ""0A"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
84,Extremadura,Esc.1 2º 0B,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0019TG",Paseo Extremadura,"[{""area"": 84, ""floor"": ""02"", ""door"": ""0B"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
72,Extremadura,Esc.1 2º 0C,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0020ED",Paseo Extremadura,"[{""area"": 72, ""floor"": ""02"", ""door"": ""0C"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
69,Extremadura,Esc.1 2º 0D,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0021RF",Paseo Extremadura,"[{""area"": 69, ""floor"": ""02"", ""door"": ""0D"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
63,Extremadura,Esc.1 2º 0E,,,,,true,,false,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0022TG",Paseo Extremadura,"[{""area"": 63, ""floor"": ""02"", ""door"": ""0E"", ""typology"": ""YCL""}]",2,monesterio-badajoz,Y,1985
72,Extremadura,Esc.1 2º 0F,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0023YH",Paseo Extremadura,"[{""area"": 72, ""floor"": ""02"", ""door"": ""0F"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
69,Extremadura,Esc.1 2º 0G,,,,,true,,true,38.086483,-6.271212,0,"0",6260,badajoz,"9591404QC3199S0024UJ",Paseo Extremadura,"[{""area"": 69, ""floor"": ""02"", ""door"": ""0G"", ""typology"": ""V""}]",2,monesterio-badajoz,V,1985
318,Extremadura,Esc.1 Bajo 0A,,,true,,true,,false,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0001LG",Paseo Extremadura,"[{""area"": 224, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""CCE""}, {""area"": 76, ""floor"": ""00"", ""door"": ""0C"", ""typology"": ""AAL""}, {""area"": 18, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,C,2004
126,Extremadura,Esc.1 1º 0A,,,true,,true,,true,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0003ZJ",Paseo Extremadura,"[{""area"": 119, ""floor"": ""01"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 7, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,V,2004
102,Extremadura,Esc.1 1º 0B,,,true,,true,,true,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0004XK",Paseo Extremadura,"[{""area"": 96, ""floor"": ""01"", ""door"": ""0B"", ""typology"": ""V""}, {""area"": 6, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,V,2004
126,Extremadura,Esc.1 2º 0A,,,true,,true,,true,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0007WZ",Paseo Extremadura,"[{""area"": 119, ""floor"": ""02"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 7, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,V,2004
102,Extremadura,Esc.1 2º 0B,,,true,,true,,true,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0008EX",Paseo Extremadura,"[{""area"": 96, ""floor"": ""02"", ""door"": ""0B"", ""typology"": ""V""}, {""area"": 6, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,V,2004
245,Extremadura,Esc.2 Bajo 0B,,,true,,true,,false,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0002BH",Paseo Extremadura,"[{""area"": 229, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""CCE""}, {""area"": 16, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,C,2004
107,Extremadura,Esc.2 1º 0C,,,true,,true,,true,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0005ML",Paseo Extremadura,"[{""area"": 100, ""floor"": ""01"", ""door"": ""0C"", ""typology"": ""V""}, {""area"": 7, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,V,2004
128,Extremadura,Esc.2 1º 0D,,,true,,true,,true,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0006QB",Paseo Extremadura,"[{""area"": 120, ""floor"": ""01"", ""door"": ""0D"", ""typology"": ""V""}, {""area"": 8, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,V,2004
0,Galicia,Suelo,,,,,,,false,42.234238,-8.36272,,"0",36872,pontevedra,"36013A071001630000WO",Plaza Campo Da Feira (Do),"[]",,o-covelo-pontevedra,M,
107,Extremadura,Esc.2 2º 0C,,,true,,true,,true,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0009RM",Paseo Extremadura,"[{""area"": 100, ""floor"": ""02"", ""door"": ""0C"", ""typology"": ""V""}, {""area"": 7, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,V,2004
128,Extremadura,Esc.2 2º 0D,,,true,,true,,true,38.094105,-6.27591,0,"0",6260,badajoz,"9099309QC3199N0010WZ",Paseo Extremadura,"[{""area"": 120, ""floor"": ""02"", ""door"": ""0D"", ""typology"": ""V""}, {""area"": 8, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,monesterio-badajoz,V,2004
382,Extremadura,Inmueble,,,,,,,false,38.083706,-6.2665668,,"0",6260,badajoz,"9888902QC3198N0001FZ",Paseo Extremadura,"[{""area"": 382, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}]",,monesterio-badajoz,I,
564,Extremadura,Inmueble,,true,,true,true,,true,38.0843,-6.268987,1,"0",6260,badajoz,"9688414QC3198N0001XZ",Paseo Extremadura,"[{""area"": 44, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""AAL""}, {""area"": 14, ""floor"": ""00"", ""door"": ""0E"", ""typology"": ""AAL""}, {""area"": 48, ""floor"": ""00"", ""door"": ""0C"", ""typology"": ""AAP""}, {""area"": 237, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""C""}, {""area"": 9, ""floor"": ""00"", ""door"": ""0D"", ""typology"": ""V""}, {""area"": 212, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,monesterio-badajoz,V,2007
3016,Extremadura,Inmueble,,,,,,,false,38.081837,-6.265363,,"0",6260,badajoz,"0086102QC3198N0001AZ",Paseo Extremadura,"[{""area"": 964, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""IAL""}, {""area"": 122, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""CCE""}, {""area"": 1086, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 82, ""floor"": ""00"", ""door"": ""06"", ""typology"": ""AAL""}, {""area"": 544, ""floor"": ""00"", ""door"": ""05"", ""typology"": ""AAL""}, {""area"": 10, ""floor"": ""00"", ""door"": ""04"", ""typology"": ""AAL""}, {""area"": 208, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}]",,monesterio-badajoz,I,
622,Extremadura,Inmueble,,,,,,,false,38.081753,-6.265016,,"0",6260,badajoz,"0086103QC3198N0001BZ",Paseo Extremadura,"[{""area"": 392, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""CCE""}, {""area"": 226, ""floor"": ""00"", ""door"": ""0C"", ""typology"": ""AAL""}, {""area"": 4, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""AAL""}]",,monesterio-badajoz,C,
4045,Extremadura,Inmueble,,,,,,,false,38.08141,-6.2642636,,"0",6260,badajoz,"0086105QC3198N0001GZ",Paseo Extremadura,"[{""area"": 252, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""YPO""}, {""area"": 248, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""CCE""}, {""area"": 1861, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 1684, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""AAL""}]",,monesterio-badajoz,I,
68,Extremadura,Inmueble,,,,,,,false,38.094162,-6.2772837,,"0",6260,badajoz,"8998512QC3189N0001YA",Paseo Extremadura,"[{""area"": 34, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""AAL""}, {""area"": 34, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""AAL""}]",,monesterio-badajoz,I,
730,Extremadura,Inmueble,,,,,,,false,38.092403,-6.275229,,"0",6260,badajoz,"9097714QC3199N0001BG",Paseo Extremadura,"[{""area"": 609, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""CCE""}, {""area"": 121, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}]",,monesterio-badajoz,C,
24,Extremadura,Inmueble,,,,,,,false,38.091324,-6.273925,,"0",6260,badajoz,"9097740QC3199N0001SG",Paseo Extremadura,"[{""area"": 24, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAP""}]",,monesterio-badajoz,A,
283,Extremadura,Inmueble,,,,,true,,true,38.09102,-6.2737527,1,"0",6260,badajoz,"9097745QC3199N0001AG",Paseo Extremadura,"[{""area"": 3, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""V""}, {""area"": 84, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 81, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""CCE""}, {""area"": 115, ""floor"": ""-1"", ""door"": ""01"", ""typology"": ""AAL""}]",2,monesterio-badajoz,V,1995
230,Extremadura,Inmueble,,,,,true,,true,38.090923,-6.2735868,1,"0",6260,badajoz,"9097746QC3199N0001BG",Paseo Extremadura,"[{""area"": 20, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""CCE""}, {""area"": 70, ""floor"": ""-1"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 70, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 70, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""GC1""}]",1,monesterio-badajoz,V,1970
0,Extremadura,Suelo,,,,,,,false,38.081993,-6.2656856,,"0",0,badajoz,"0086101QC3198N0001WZ",Paseo Extremadura,"[]",,monesterio-badajoz,M,
0,Extremadura,Suelo,,,,,,,false,38.083263,-6.2667437,,"0",0,badajoz,"9888904QC3198N0001OZ",Paseo Extremadura,"[]",,monesterio-badajoz,M,
0,Extremadura,Suelo,,,,,,,false,38.08319,-6.266219,,"0",0,badajoz,"9888903QC3198N0001MZ",Paseo Extremadura,"[]",,monesterio-badajoz,M,
0,Extremadura,Suelo,,,,,,,false,38.083454,-6.2671967,,"0",0,badajoz,"9888901QC3198N0001TZ",Paseo Extremadura,"[]",,monesterio-badajoz,M,
0,Extremadura,Suelo,,,,,,,false,38.082783,-6.267328,,"0",0,badajoz,"9787702QC3198N0001OZ",Paseo Extremadura,"[]",,monesterio-badajoz,M,
