"area","autonomous_region","description","has_doorman","has_garden","has_lift","has_parking","has_storage","has_swimming_pool","is_residential","latitude","longitude","neighbors_per_floor","number","postal_code","province","reference","street","structures","total_floors","town","typology","year_built"
708,Extremadura,Inmueble,,,,,true,,true,38.28279,-5.832084,1,"1",6930,badajoz,"2412003TH5421S0001ZS",Paseo Extremadura,"[{""area"": 74, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 106, ""floor"": ""01"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 299, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 193, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 36, ""floor"": ""01"", ""door"": ""03"", ""typology"": ""YPO""}]",2,berlanga-badajoz,V,1938
714,Extremadura,Inmueble,,,,,,,false,38.282944,-5.832014,,"3",6930,badajoz,"2412002TH5421S0001SS",Paseo Extremadura,"[{""area"": 357, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""PAA""}, {""area"": 357, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""PAA""}]",,berlanga-badajoz,P,
476,Extremadura,Inmueble,,,,,,,false,38.28316,-5.8319693,,"4",6930,badajoz,"2412001TH5421S0001ES",Paseo Extremadura,"[{""area"": 238, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""ECL""}, {""area"": 238, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""ECL""}]",,berlanga-badajoz,E,
110,Castilla La Mancha,Inmueble,,,,,true,,true,38.99929,-1.8870757,1,"567",2006,albacete,"334049BXJ0134A0001ZK",Terrenos Diseminados,"[{""area"": 22, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 88, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,1972
0,Castilla La Mancha,Bajo,,true,,,,,false,38.999184,-1.8864282,1,"568",2006,albacete,"02900A053003180000JR",Terrenos Diseminados,"[]",1,albacete-albacete,Z,1980
35,Castilla La Mancha,Esc.E Bajo 001,,true,,,,,true,38.999184,-1.8864282,1,"568",2006,albacete,"02900A053003180001KT",Terrenos Diseminados,"[{""area"": 35, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,1980
387,Castilla La Mancha,Inmueble,,true,,true,true,,true,38.97371,-1.8781946,1,"568-A",2006,albacete,"397084BXJ0137B0001OO",Terrenos Diseminados,"[{""area"": 98, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 20, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAP""}, {""area"": 173, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 96, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,1992
402,Castilla La Mancha,Inmueble,,true,,,true,true,true,38.99934,-1.88596,1,"569",0,albacete,"02900A053003190001KF",Terrenos Diseminados,"[{""area"": 47, ""floor"": ""-1"", ""door"": ""003"", ""typology"": ""AAL""}, {""area"": 84, ""floor"": ""00"", ""door"": ""002"", ""typology"": ""KPS""}, {""area"": 196, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 75, ""floor"": ""01"", ""door"": ""001"", ""typology"": ""V""}]",2,albacete-albacete,V,1988
247,Castilla La Mancha,Inmueble,,true,,true,true,true,true,38.97317,-1.8773719,1,"569-A",2006,albacete,"000300600WJ91D0001QF",Terrenos Diseminados,"[{""area"": 18, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 12, ""floor"": ""-1"", ""door"": ""001"", ""typology"": ""AAP""}, {""area"": 57, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""KPS""}, {""area"": 160, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,2002
218,Extremadura,Inmueble,,,,,true,,true,38.283096,-5.8314576,1,"5",6930,badajoz,"2512507TH5421S0001MS",Paseo Extremadura,"[{""area"": 87, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 44, ""floor"": ""02"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 87, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,berlanga-badajoz,V,1920
346,Extremadura,Inmueble,,,,,,,true,38.282993,-5.8313465,1,"7",6930,badajoz,"2512505TH5421S0001TS",Paseo Extremadura,"[{""area"": 173, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 173, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,berlanga-badajoz,V,1950
134,Extremadura,Esc.1 1º 01,,,,,,,true,38.283096,-5.8313084,1,"8",6930,badajoz,"2512504TH5421S0003ZF",Paseo Extremadura,"[{""area"": 134, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,berlanga-badajoz,V,1930
178,Extremadura,Esc.1 Bajo 01,,,,,,,true,38.283096,-5.8313084,1,"9",6930,badajoz,"2512504TH5421S0002BD",Paseo Extremadura,"[{""area"": 178, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",2,berlanga-badajoz,V,1930
806,Extremadura,Inmueble,,true,,true,true,,true,38.283184,-5.8312087,1,"10",6930,badajoz,"2512503TH5421S0001PS",Paseo Extremadura,"[{""area"": 394, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 97, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAP""}, {""area"": 315, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,berlanga-badajoz,V,1998
199,Castilla La Mancha,Inmueble,,,,,true,true,true,38.972958,-1.8770282,1,"570",2006,albacete,"397087BXJ0137B0001FO",Terrenos Diseminados,"[{""area"": 24, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 26, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 43, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""KPS""}, {""area"": 106, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,1950
133,Castilla La Mancha,Inmueble,,true,,,true,,true,38.998577,-1.8861568,1,"571",2006,albacete,"334053CXJ0134A0001QK",Terrenos Diseminados,"[{""area"": 30, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 45, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 58, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,1975
495,Castilla La Mancha,Inmueble,,,,,true,,true,38.97279,-1.8767866,1,"571-A",2006,albacete,"397088BXJ0137B0001IO",Terrenos Diseminados,"[{""area"": 82, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 71, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 35, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 27, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 35, ""floor"": ""01"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 64, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 64, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 68, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 49, ""floor"": ""01"", ""door"": ""001"", ""typology"": ""V""}]",2,albacete-albacete,V,1968
397,Extremadura,Inmueble,,,,,true,,true,38.28286,-5.831158,1,"11",6930,badajoz,"2512601TH5421S0001LS",Paseo Extremadura,"[{""area"": 65, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""A""}, {""area"": 45, ""floor"": ""01"", ""door"": ""03"", ""typology"": ""A""}, {""area"": 75, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 91, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 30, ""floor"": ""01"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 91, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,berlanga-badajoz,V,1900
271,Extremadura,Inmueble,,,,,true,,true,38.282734,-5.83129,1,"12",6930,badajoz,"2512609TH5421S0001XS",Paseo Extremadura,"[{""area"": 116, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 155, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,berlanga-badajoz,V,1900
212,Extremadura,Inmueble,,,,true,,,true,38.453373,-6.5184937,1,"1",6391,badajoz,"6792507QC1569S0001JU",Paseo Extremadura,"[{""area"": 87, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAP""}, {""area"": 15, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""V""}, {""area"": 102, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 8, ""floor"": ""01"", ""door"": ""02"", ""typology"": ""Y""}]",2,la-lapa-badajoz,V,1997
0,Extremadura,Suelo,,,,,,,false,38.453674,-6.5184646,,"1-A",0,badajoz,"6792512QC1569S0001SU",Paseo Extremadura,"[]",,la-lapa-badajoz,M,
451,Extremadura,Inmueble,,,,,,,false,38.453697,-6.518973,,"2",6391,badajoz,"6792040QC1569S0001WU",Paseo Extremadura,"[{""area"": 300, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 74, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 46, ""floor"": ""01"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 12, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""YSP""}, {""area"": 19, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""YSP""}]",,la-lapa-badajoz,A,
272,Castilla La Mancha,Inmueble,,true,,true,true,true,true,38.998466,-1.8867207,1,"573",2006,albacete,"000201100WJ91F0001FO",Terrenos Diseminados,"[{""area"": 13, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 24, ""floor"": ""01"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 28, ""floor"": ""00"", ""door"": ""004"", ""typology"": ""AAL""}, {""area"": 23, ""floor"": ""00"", ""door"": ""005"", ""typology"": ""AAL""}, {""area"": 29, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAP""}, {""area"": 144, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 11, ""floor"": ""00"", ""door"": ""006"", ""typology"": ""YSP""}]",1,albacete-albacete,V,1980
60,Castilla La Mancha,Inmueble,,,,,,,true,38.855347,-1.9261713,1,"573-A",2006,albacete,"159047RXJ0119B0001BS",Terrenos Diseminados,"[{""area"": 60, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}]",1,albacete-albacete,V,1930
317,Castilla La Mancha,Inmueble,,,,,true,,true,39.000877,-1.8874912,1,"574",2006,albacete,"334041BXJ0134A0001MK",Terrenos Diseminados,"[{""area"": 66, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 33, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 109, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 109, ""floor"": ""01"", ""door"": ""001"", ""typology"": ""V""}]",2,albacete-albacete,V,1905
154,Castilla La Mancha,Inmueble,,true,,,,,true,38.855255,-1.9259279,1,"574-A",2006,albacete,"159055BXJ0119B0001ZS",Terrenos Diseminados,"[{""area"": 139, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 15, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""V""}]",1,albacete-albacete,V,1981
15,Extremadura,Inmueble,,,,,,,false,38.45336,-6.5185947,,"3",6391,badajoz,"6792506QC1569S0001IU",Paseo Extremadura,"[{""area"": 15, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}]",,la-lapa-badajoz,I,
272,Extremadura,Inmueble,,,,,,,false,38.453533,-6.5188446,,"4",6391,badajoz,"6792041QC1569S0001AU",Paseo Extremadura,"[{""area"": 136, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""ECL""}, {""area"": 136, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""ECL""}]",,la-lapa-badajoz,E,
118,Extremadura,Inmueble,,,,,,,false,38.45329,-6.518533,,"5",6391,badajoz,"6792505QC1569S0001XU",Paseo Extremadura,"[{""area"": 118, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""GC5""}]",,la-lapa-badajoz,G,
0,Extremadura,Suelo,,,,,,,false,38.453457,-6.518804,,"6",0,badajoz,"6792055QC1569S0001KU",Paseo Extremadura,"[]",,la-lapa-badajoz,M,
202,Extremadura,Inmueble,,,,,,,false,38.45321,-6.5185533,,"7",6391,badajoz,"6792504QC1569S0001DU",Paseo Extremadura,"[{""area"": 101, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 101, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}]",,la-lapa-badajoz,C,
0,Extremadura,Suelo,,,,,,,false,38.453316,-6.518819,,"10-A",0,badajoz,"6792052QC1569S0001FU",Paseo Extremadura,"[]",,la-lapa-badajoz,M,
100,Castilla La Mancha,Inmueble,,true,,,,,true,38.855648,-1.9273453,1,"575",2006,albacete,"159057CXJ0119B0001KS",Terrenos Diseminados,"[{""area"": 96, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 4, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""V""}]",1,albacete-albacete,V,1975
724,Castilla La Mancha,Inmueble,,true,,,true,true,true,39.0002,-1.8848807,1,"575-A",2006,albacete,"334059BXJ0134A0001WK",Terrenos Diseminados,"[{""area"": 50, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 27, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 24, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 70, ""floor"": ""00"", ""door"": ""04"", ""typology"": ""AAL""}, {""area"": 25, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""KPS""}, {""area"": 476, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}, {""area"": 52, ""floor"": ""00"", ""door"": ""05"", ""typology"": ""YPO""}]",1,albacete-albacete,V,1988
97,Castilla La Mancha,Inmueble,,true,,,,,true,38.85577,-1.9271547,1,"576",2006,albacete,"159057DXJ0119B0001RS",Terrenos Diseminados,"[{""area"": 89, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 8, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""V""}]",1,albacete-albacete,V,1975
180,Castilla La Mancha,Inmueble,,true,,true,,,true,38.834248,-1.9477772,1,"577",2006,albacete,"161009GXJ0211B0001PL",Terrenos Diseminados,"[{""area"": 21, ""floor"": ""00"", ""door"": ""0C"", ""typology"": ""AAP""}, {""area"": 144, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 15, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""V""}]",1,albacete-albacete,V,1984
31,Extremadura,Inmueble,,,,,,,false,38.45318,-6.5188127,,"10-B",0,badajoz,"6792053QC1569S0001MU",Paseo Extremadura,"[{""area"": 31, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}]",,la-lapa-badajoz,A,
0,Extremadura,Suelo,,,,,,,false,38.453094,-6.5187626,,"10-C",0,badajoz,"6792054QC1569S0001OU",Paseo Extremadura,"[]",,la-lapa-badajoz,M,
103,Extremadura,Inmueble,,,,,,,true,38.453007,-6.518779,1,"12",6391,badajoz,"6792042QC1569S0001BU",Paseo Extremadura,"[{""area"": 103, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,la-lapa-badajoz,V,1999
458,Extremadura,Inmueble,,,,,,,false,38.24788,-6.3036423,,"6-B",6240,badajoz,"60709C1QC3367S0001YP",Paseo Extremadura,"[{""area"": 342, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 58, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 58, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAP""}]",,fuente-de-cantos-badajoz,A,
51,Extremadura,Inmueble,,,,,,,false,38.250175,-6.3022346,,"45",6240,badajoz,"6172917QC3367S0001TP",Paseo Extremadura,"[{""area"": 51, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""CCL""}]",,fuente-de-cantos-badajoz,C,
52,Extremadura,Inmueble,,,,,,,false,38.247746,-6.303226,,"7",6240,badajoz,"6070927QC3367S0001BP",Paseo Extremadura,"[{""area"": 33, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""AAL""}, {""area"": 19, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""CCE""}]",,fuente-de-cantos-badajoz,C,
823,Extremadura,Inmueble,,,,,true,,true,38.247913,-6.303337,1,"9",6240,badajoz,"6070926QC3367S0001AP",Paseo Extremadura,"[{""area"": 197, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 429, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""AAL""}, {""area"": 197, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}]",1,fuente-de-cantos-badajoz,V,1972
116,Castilla La Mancha,Inmueble,,,,,,,true,39.00063,-1.8827914,1,"577-A",2006,albacete,"334065BXJ0134A0001UK",Terrenos Diseminados,"[{""area"": 116, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,albacete-albacete,V,1945
0,Extremadura,Suelo,,,,,,,false,38.249825,-6.3022428,,"0",0,badajoz,"6171501QC3367S0001TP",Paseo Extremadura,"[]",,fuente-de-cantos-badajoz,M,
0,Extremadura,Suelo,,,,,,,false,38.24959,-6.3023934,,"0",0,badajoz,"6171601QC3367S0001OP",Paseo Extremadura,"[]",,fuente-de-cantos-badajoz,M,
0,Extremadura,Suelo,,,,,,,false,38.247696,-6.3030195,,"0",0,badajoz,"6270255QC3367S0001OP",Paseo Extremadura,"[]",,fuente-de-cantos-badajoz,M,
0,Extremadura,Suelo,,,,,,,false,38.2502,-6.301999,,"0",0,badajoz,"6272101QC3367S0001OP",Paseo Extremadura,"[]",,fuente-de-cantos-badajoz,M,
132,Extremadura,Inmueble,,,,,,,false,38.24756,-6.3033643,,"1",6240,badajoz,"6070930QC3367S0001BP",Paseo Extremadura,"[{""area"": 66, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 66, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""GC1""}]",,fuente-de-cantos-badajoz,G,
163,Extremadura,Inmueble,,,,,,,true,38.2476,-6.303324,1,"3",6240,badajoz,"6070929QC3367S0001GP",Paseo Extremadura,"[{""area"": 97, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 66, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""V""}]",2,fuente-de-cantos-badajoz,V,1980
0,Extremadura,Suelo,,,,,,,false,38.866573,-5.6227813,,"0",0,badajoz,"2554201TJ7025S0001GX",Paseo Extremadura,"[]",,campanario-badajoz,M,
183,Extremadura,Inmueble,,,,,,,false,38.24984,-6.3025875,,"33",6240,badajoz,"6172117QC3367S0001LP",Paseo Extremadura,"[{""area"": 164, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""AAL""}, {""area"": 19, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""AAL""}]",,fuente-de-cantos-badajoz,A,
831,Extremadura,Inmueble,,true,,,true,true,true,38.24775,-6.303738,1,"6",6240,badajoz,"6070928QC3367S0001YP",Paseo Extremadura,"[{""area"": 96, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 162, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 161, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 77, ""floor"": ""01"", ""door"": ""02"", ""typology"": ""AAL""}, {""area"": 13, ""floor"": ""01"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 28, ""floor"": ""00"", ""door"": ""04"", ""typology"": ""KPS""}, {""area"": 294, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}]",1,fuente-de-cantos-badajoz,V,1975
89,Castilla La Mancha,Inmueble,,,,,,,true,38.83437,-1.9480013,1,"578",2006,albacete,"161009FXJ0211B0001QL",Terrenos Diseminados,"[{""area"": 89, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}]",1,albacete-albacete,V,1920
280,Castilla La Mancha,Inmueble,,true,,true,true,true,true,39.000202,-1.880448,1,"579",2006,albacete,"334081BXJ0134A0001HK",Terrenos Diseminados,"[{""area"": 83, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAL""}, {""area"": 25, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAP""}, {""area"": 28, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""AAP""}, {""area"": 63, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""KPS""}, {""area"": 81, ""floor"": ""00"", ""door"": ""001"", ""typology"": ""V""}]",1,albacete-albacete,V,1975
53,Extremadura,Inmueble,,,,,,,false,38.3258,-6.5368066,,"1",6378,badajoz,"5450610QC1455S0001BX",Paseo Extremadura,"[{""area"": 53, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAP""}]",,valverde-de-burguillos-badajoz,A,
461,Castilla La Mancha,Inmueble,,,,,,true,true,38.834297,-1.9481406,1,"579-A",2006,albacete,"161009EXJ0211B0001GL",Terrenos Diseminados,"[{""area"": 43, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""KPS""}, {""area"": 254, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 164, ""floor"": ""01"", ""door"": ""0A"", ""typology"": ""V""}]",2,albacete-albacete,V,1973
531,Extremadura,Suelo,,true,,true,true,,true,38.248035,-6.3031144,1,"11",6240,badajoz,"6070925QC3367S0001WP",Paseo Extremadura,"[{""area"": 39, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""AAL""}, {""area"": 188, ""floor"": ""01"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 52, ""floor"": ""00"", ""door"": ""04"", ""typology"": ""AAP""}, {""area"": 240, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""V""}, {""area"": 12, ""floor"": ""00"", ""door"": ""02"", ""typology"": ""YSP""}]",1,fuente-de-cantos-badajoz,V,2009
29,Extremadura,Esc.1 -1º 0C,,,,,,,false,38.24847,-6.302954,,"12",6240,badajoz,"6070923QC3367S0003OS",Paseo Extremadura,"[{""area"": 11, ""floor"": ""-1"", ""door"": ""0C"", ""typology"": ""AAP""}, {""area"": 18, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",,fuente-de-cantos-badajoz,A,
172,Extremadura,Inmueble,,,,true,,,true,38.248066,-6.3027534,1,"12",6240,badajoz,"6270228QC3367S0001IP",Paseo Extremadura,"[{""area"": 27, ""floor"": ""00"", ""door"": ""0B"", ""typology"": ""AAP""}, {""area"": 18, ""floor"": ""00"", ""door"": ""03"", ""typology"": ""O""}, {""area"": 18, ""floor"": ""01"", ""door"": ""02"", ""typology"": ""O""}, {""area"": 82, ""floor"": ""00"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 27, ""floor"": ""01"", ""door"": ""0A"", ""typology"": ""V""}]",2,fuente-de-cantos-badajoz,V,1960
294,Extremadura,Esc.1 Bajo 01,,,,true,true,,false,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0010DH",Paseo Extremadura,"[{""area"": 285, ""floor"": ""00"", ""door"": ""01"", ""typology"": ""AAL""}, {""area"": 9, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,A,1992
103,Extremadura,Esc.1 1º 0B,,,,true,true,,true,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0012GK",Paseo Extremadura,"[{""area"": 100, ""floor"": ""01"", ""door"": ""0B"", ""typology"": ""V""}, {""area"": 3, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,V,1992
106,Extremadura,Esc.1 1º 0C,,,,true,true,,true,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0011FJ",Paseo Extremadura,"[{""area"": 103, ""floor"": ""01"", ""door"": ""0C"", ""typology"": ""V""}, {""area"": 3, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,V,1992
103,Extremadura,Esc.1 2º 0B,,,,true,true,,true,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0015KZ",Paseo Extremadura,"[{""area"": 100, ""floor"": ""02"", ""door"": ""0B"", ""typology"": ""V""}, {""area"": 3, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,V,1992
170,Extremadura,Esc.1 2º 0C,,,,true,true,,true,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0014JB",Paseo Extremadura,"[{""area"": 103, ""floor"": ""02"", ""door"": ""0C"", ""typology"": ""V""}, {""area"": 60, ""floor"": ""02"", ""door"": ""0A"", ""typology"": ""V""}, {""area"": 7, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,V,1992
24,Extremadura,Esc.1 -1º 0A,,,,true,true,,false,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0001UP",Paseo Extremadura,"[{""area"": 9, ""floor"": ""-1"", ""door"": ""0A"", ""typology"": ""AAP""}, {""area"": 15, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,A,1992
32,Extremadura,Esc.1 -1º 0B,,,,true,true,,false,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0002IA",Paseo Extremadura,"[{""area"": 12, ""floor"": ""-1"", ""door"": ""0B"", ""typology"": ""AAP""}, {""area"": 20, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,A,1992
34,Extremadura,Esc.1 -1º 0D,,,,true,true,,false,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0004PD",Paseo Extremadura,"[{""area"": 13, ""floor"": ""-1"", ""door"": ""0D"", ""typology"": ""AAP""}, {""area"": 21, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,A,1992
34,Extremadura,Esc.1 -1º 0E,,,,true,true,,false,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0005AF",Paseo Extremadura,"[{""area"": 13, ""floor"": ""-1"", ""door"": ""0E"", ""typology"": ""AAP""}, {""area"": 21, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,A,1992
45,Extremadura,Esc.1 -1º 0F,,,,true,true,,false,38.24847,-6.302954,0,"13",6240,badajoz,"6070923QC3367S0006SG",Paseo Extremadura,"[{""area"": 17, ""floor"": ""-1"", ""door"": ""0F"", ""typology"": ""AAP""}, {""area"": 28, ""floor"": """", ""door"": """", ""typology"": ""COMMON""}]",2,fuente-de-cantos-badajoz,A,1992
